ref,rep,fam_2021,fams_div,fam_2023,clu,sxc,proteina,proteina_class,host,cadena,genero
349,QBJ02351.1,Reoviridae,Reoviridae,Sedoreoviridae,12582,195,NSP3,Other-Functions,Sus scrofa,dsrna,Rotavirus
350,YP_009552520.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3531,194,helicase,Replication-Transcription,Eptesicus fuscus,dsdna,Undefined genus
351,AMB66418.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3784,194,envelope glycoprotein,Structural-Envelope,Chlorocebus sabaeus,dsdna,Simplexvirus
352,AJD79548.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7856,194,Fc receptor,Other-Functions,Sus scrofa,dsdna,Varicellovirus
353,QBH77049.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8260,194,UL44,Other-Functions,Homo sapiens,dsdna,Simplexvirus
354,SNB57926.1,Poxviridae,Poxviridae,Poxviridae,8636,194,p4c,Other-Functions,Undefined host,dsdna,Orthopoxvirus
355,YP_001129436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10115,194,membrane,Structural-Envelope,Homo sapiens,dsdna,Lymphocryptovirus
356,AKH03074.1,Reoviridae,Reoviridae,Spinareoviridae,15408,193,sigma NS,Cellular-Regulation,Gallus gallus,dsrna,Orthoreovirus
357,AVX53302.1,Picobirnaviridae,Picobirnaviridae,Picobirnaviridae,8510,192,RdRp,Replication-Transcription,Marmota himalayana,dsrna,Picobirnavirus
358,QBJ27544.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1084,191,replicase polyprotein,Replication-Transcription,Betula pendula,ssrna+,Carlavirus
359,NP_612729.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4823,191,tegument ,Structural-Envelope,Pan troglodytes,dsdna,Cytomegalovirus
360,QKG86287.1,Tombusviridae,Tombusviridae-Solemoviridae-Luteoviridae,Tombusviridae,5404,191,coat ,Structural-Envelope,Trifolium repens,ssrna+,Luteovirus
361,BCT22704.1,Poxviridae,Poxviridae,Poxviridae,5605,190,RNA-helicase DExH-NPH-II,Replication-Transcription,Cyprinus carpio,dsdna,Undefined genus
362,QAG21155.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7795,190,BRRF2,Other-Functions,Homo sapiens,dsdna,Lymphocryptovirus
363,QIZ12955.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1397,189,replicase,Replication-Transcription,Actinidia,ssrna+,Undefined genus
364,QED44253.1,Alphaflexiviridae,Alphaflexiviridae-Betaflexiviridae,Alphaflexiviridae,1528,189,replicase,Replication-Transcription,Allium sativum,ssrna+,Allexivirus
365,QWT72249.1,Astroviridae,Astroviridae,Astroviridae,3717,189,ORF2,Other-Functions,Sus scrofa,ssrna+,Mamastrovirus
366,AMB66001.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2169,188,tegument ,Structural-Envelope,Chlorocebus sabaeus,dsdna,Simplexvirus
367,QTE03873.1,Parvoviridae,Parvoviridae,Parvoviridae,7439,187,capsid,Structural-Envelope,Cygnus atratus,ssdna,Chaphamaparvovirus
368,ALM00070.1,Reoviridae,Reoviridae,Sedoreoviridae,2853,185,major outer capsid,Structural-Envelope,Undefined host,dsrna,Orbivirus
369,YP_008378253.1,Baculoviridae,Baculoviridae,Baculoviridae,3207,185,lef8,Other-Functions,Hemileuca,dsdna,Alphabaculovirus
370,YP_009252248.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,323,184,large tegument protein,Structural-Envelope,Canis lupus familiaris,dsdna,Varicellovirus
371,ADZ29764.1,Poxviridae,Poxviridae,Poxviridae,6624,184,ankyrin repeat,Other-Functions,Homo sapiens,dsdna,Orthopoxvirus
372,AGE53312.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,11838,184,hypothetical protein,Hypothetical ,Micractinium conductrix,dsdna,Chlorovirus
373,QTE76099.1,Reoviridae,Reoviridae,Sedoreoviridae,13958,184,VP6 ,Other-Functions,Desmodus rotundus,dsrna,Rotavirus
374,YP_010088065.1,Fimoviridae,Fimoviridae,Fimoviridae,713,181,RdRp,Replication-Transcription,Cordyline fruticosa,ssrna-,Emaravirus
375,YP_008603282.1,Retroviridae,Retroviridae,Retroviridae,5702,181,putative env,Structural-Envelope,Homo sapiens,rt,Undefined genus
376,YP_009121900.1,Baculoviridae,Baculoviridae,Baculoviridae,8745,181,lef-9,Other-Functions,Spodoptera frugiperda,dsdna,Betabaculovirus
377,BCT22673.1,Poxviridae,Poxviridae,Poxviridae,2448,180,DNA-dependent RNA polymerase,Replication-Transcription,Cyprinus carpio,dsdna,Undefined genus
378,QHW17751.1,Poxviridae,Poxviridae,Poxviridae,4172,180,MC123R,Other-Functions,Homo sapiens,dsdna,Molluscipoxvirus
379,YP_249764.1,Reoviridae,Reoviridae,Spinareoviridae,7527,179,hypothetical protein,Hypothetical ,Undefined host,dsrna,Fijivirus
380,QED21575.1,Asfarviridae,Asfarviridae,Asfarviridae,8633,179,MGF_505-1R,Other-Functions,Sus scrofa,dsdna,Asfivirus
381,2VAK_A,Reoviridae,Reoviridae,Spinareoviridae,12974,179,capsid,Structural-Envelope,Undefined host,dsrna,Orthoreovirus
382,QRE02508.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1834,178,major capsid,Structural-Envelope,Callorhinus ursinus,dsdna,Undefined genus
383,AMB65898.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2363,178,helicase,Replication-Transcription,Chlorocebus sabaeus,dsdna,Simplexvirus
384,YP_006589925.2,Solemoviridae,Solemoviridae,Solemoviridae,3105,177,polyprotein,Polyprotein,Carica papaya,ssrna+,Sobemovirus
385,QHR82581.1,Poxviridae,Poxviridae,Poxviridae,5743,177,hypothetical protein,Hypothetical ,Coendou prehensilis,dsdna,Undefined genus
386,YP_009551997.1,Closteroviridae,Closteroviridae,Closteroviridae,8478,177,heat shock 90-like protein,Stress-Response,Arracacia xanthorrhiza,ssrna+,Closterovirus
387,CAZ67989.1,Adenoviridae,Adenoviridae,Adenoviridae,11290,177,unnamed protein product,Other-Functions,Undefined host,dsdna,Mastadenovirus
388,QBJ02180.1,Reoviridae,Reoviridae,Sedoreoviridae,13816,177,NSP1,Other-Functions,Sus scrofa,dsrna,Rotavirus
389,QBH84453.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5125,176,UL46,Other-Functions,Homo sapiens,dsdna,Simplexvirus
390,YP_009508520.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,7984,176,fusion glycoprotein,Structural-Envelope,Pygoscelis papua,ssrna-,Orthoavulavirus
391,YP_009112799.1,Poxviridae,Poxviridae,Poxviridae,4432,175,putative RNA polymerase-associated protein RAP94,Replication-Transcription,Cervus elaphus,dsdna,Parapoxvirus
392,YP_009094442.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,9203,175,nucleocapsid,Structural-Envelope,Sus scrofa domesticus,ssrna-,Respirovirus
393,AOS89842.1,Closteroviridae,Closteroviridae,Closteroviridae,501,174,polyprotein,Polyprotein,Vitis labrusca,ssrna+,Ampelovirus
394,AQY17018.1,Poxviridae,Poxviridae,Poxviridae,3340,173,MC090,Other-Functions,Homo sapiens,dsdna,Molluscipoxvirus
395,APQ41671.1,Astroviridae,Astroviridae,Astroviridae,4287,172,ORF2,Other-Functions,Canis lupus familiaris,ssrna+,Mamastrovirus
396,YP_009362118.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,11773,171,nucleoprotein,Structural-Envelope,Culex tarsalis,ssrna-,Hapavirus
397,YP_008877635.1,Secoviridae,Secoviridae,Secoviridae,2709,169,polyprotein,Polyprotein,Lamium album,ssrna+,Fabavirus
398,QUD39720.1,Anelloviridae,Anelloviridae,Anelloviridae,4801,304,ORF1,Other-Functions,Homo sapiens,ssdna,Undefined genus
399,AWW13559.1,Coronaviridae,Coronaviridae,Coronaviridae,1941,168,spike,Structural-Envelope,Pan troglodytes verus,ssrna+,Betacoronavirus
400,QOI58523.1,Luteoviridae,Solemoviridae-Luteoviridae,Solemoviridae,6009,168,putative aphid transmission factor,Other-Functions,Miscanthus sinensis,ssrna+,Polerovirus
401,QAU10393.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3956,167,RL2,Other-Functions,Homo sapiens,dsdna,Simplexvirus
402,GBG35356.1,Nimaviridae,Poxviridae-Baculoviridae-Nimaviridae-Caulimoviridae,Nimaviridae,4448,167,SCV_095-like protein,Other-Functions,Hemigrapsus takanoi,dsdna,Undefined genus
403,QOE76820.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,5516,166,polymerase,Replication-Transcription,Undefined host,ssrna-,Undefined genus
404,AWW12516.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10326,165,envelope glycoprotein,Structural-Envelope,Homo sapiens,dsdna,Simplexvirus
405,ARQ83868.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,708,164,polyprotein,Polyprotein,Prunus,ssrna+,Capillovirus
406,AOW42758.1,Baculoviridae,Baculoviridae,Baculoviridae,7700,164,p47,Other-Functions,Lymantria dispar,dsdna,Alphabaculovirus
407,QVY47431.1,Solemoviridae,Solemoviridae-Luteoviridae-Geminiviridae,Solemoviridae,2544,163,fusion,Structural-Envelope,Barleria cristata,ssrna+,Polerovirus
408,ANW09681.1,Baculoviridae,Baculoviridae-Nudiviridae,Baculoviridae,6708,163,chitinase,Other-Functions,Undefined host,dsdna,Alphabaculovirus
409,AYM45057.1,Togaviridae,Togaviridae,Togaviridae,588,162,nonstructural polyprotein,Non-structural,Chironomus thummi,ssrna+,Alphavirus
410,AMB66229.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3362,162,tegument ,Structural-Envelope,Chlorocebus sabaeus,dsdna,Simplexvirus
411,AAR01970.1,Mitoviridae,Mitoviridae,Mitoviridae,5133,162,RdRp,Replication-Transcription,Undefined host,ssrna+,Duamitovirus
412,YP_009227279.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5563,160,tegument ,Structural-Envelope,Macropodidae,dsdna,Simplexvirus
413,YP_009272568.1,Caliciviridae,Caliciviridae,Caliciviridae,827,159,polyprotein,Polyprotein,Bos taurus,ssrna+,Nebovirus
414,NP_957860.1,Poxviridae,Poxviridae,Poxviridae,4104,159,ORF083 early transcription factor VETFL,Other-Functions,Undefined host,dsdna,Parapoxvirus
415,YP_009255267.1,Baculoviridae,Baculoviridae,Baculoviridae,14774,159,ORF_10,Other-Functions,Catopsilia pomona,dsdna,Alphabaculovirus
416,YP_003717771.1,Reoviridae,Reoviridae,Spinareoviridae,2091,156,major core protein,Structural-Envelope,Pteropus scapulatus,dsrna,Orthoreovirus
417,YP_009054933.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2314,156,DNA polymerase catalytic subunit,Replication-Transcription,Equus caballus,dsdna,Varicellovirus
418,AQR59059.1,Parvoviridae,Parvoviridae,Parvoviridae,5765,156,nonstructural ,Non-structural,Meleagris gallopavo,ssdna,Aveparvovirus
419,QRE02555.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1896,155,tegument ,Structural-Envelope,Callorhinus ursinus,dsdna,Undefined genus
420,CBY88601.1,Retroviridae,Retroviridae,Retroviridae,3486,155,envelope,Structural-Envelope,Allochrocebus solatus,rt,Lentivirus
421,QHG62585.1,Poxviridae,Poxviridae,Poxviridae,6285,155,EEv maturation,Other-Functions,Tursiops aduncus,dsdna,Undefined genus
422,YP_009666679.1,Baculoviridae,Baculoviridae,Baculoviridae,6526,155,PIF-1,Other-Functions,Mythimna unipuncta,dsdna,Alphabaculovirus
423,YP_717920.1,Tospoviridae,Tospoviridae-Peribunyaviridae-Phenuiviridae,Tospoviridae,11056,155,nonstructural ,Non-structural,Undefined host,ssrna-,Orthotospovirus
424,NP_733922.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2025,154,ORF65,Other-Functions,Callithrix jacchus,dsdna,Lymphocryptovirus
425,YP_009553669.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,950,153,polyprotein,Polyprotein,Pinus nigra,rt,Undefined genus
426,CAN89114.1,Reoviridae,Reoviridae,Sedoreoviridae,3168,152,VP2,Other-Functions,Undefined host,dsrna,Orbivirus
427,QDZ38037.1,Astroviridae,Astroviridae,Astroviridae,4152,152,capsid,Structural-Envelope,Sus scrofa,ssrna+,Mamastrovirus
428,APG38313.1,Partitiviridae,Partitiviridae,Partitiviridae,11083,152,coat ,Structural-Envelope,Pseudogymnoascus destructans,dsrna,Undefined genus
429,YP_009408570.1,Poxviridae,Poxviridae,Poxviridae,4347,151,ankyrin repeat,Other-Functions,Homo sapiens,dsdna,Centapoxvirus
430,AHM96206.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6744,151,deoxyribonuclease,Other-Functions,Undefined host,dsdna,Simplexvirus
431,YP_010085169.1,Poxviridae,Poxviridae,Poxviridae,8057,151,virion protein,Other-Functions,Macropus fuliginosus,dsdna,Macropopoxvirus
432,QGA30603.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,1077,150,RdRp,Replication-Transcription,Sprattus sprattus sprattus,ssrna-,Novirhabdovirus
433,YP_249763.1,Reoviridae,Reoviridae,Spinareoviridae,3101,149,putative 115.3 kDa protein,Other-Functions,Undefined host,dsrna,Fijivirus
434,YP_908760.1,Virgaviridae,Virgaviridae,Virgaviridae,1483,148,replicase,Replication-Transcription,Undefined host,ssrna+,Tobamovirus
435,YP_009246467.1,Reoviridae,Reoviridae,Spinareoviridae,4928,148,minor core ,Structural-Envelope,Eucampsipoda africana,dsrna,Orthoreovirus
436,NP_620651.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,15051,148,hypothetical protein,Hypothetical ,Undefined host,ssrna+,Allexivirus
437,BBM13211.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2180,147,ribonucleotide reductase subunit 1,Other-Functions,Pteropus lylei,dsdna,Undefined genus
438,AFR56081.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8359,147,protein UL95,Other-Functions,Homo sapiens,dsdna,Cytomegalovirus
439,QPZ44655.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10314,147,envelope glycoprotein,Structural-Envelope,Homo sapiens,dsdna,Cytomegalovirus
440,QYA72502.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1267,146,replicase,Replication-Transcription,Phaseolus vulgaris,ssrna+,Carlavirus
441,QBH77738.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1815,146,RS1_1,Other-Functions,Homo sapiens,dsdna,Simplexvirus
442,SNB53750.1,Poxviridae,Poxviridae,Poxviridae,6077,146,VHR1,Other-Functions,Undefined host,dsdna,Orthopoxvirus
443,QJB18543.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,7424,146,phosphoprotein,Other-Functions,Homo sapiens,ssrna-,Respirovirus
444,NP_612746.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,9868,146,regulatory,Regulation-Control,Pan troglodytes,dsdna,Cytomegalovirus
445,NP_041091.1,Hypoviridae,Hypoviridae,Hypoviridae,331,145,hypothetical protein,Hypothetical ,Cryphonectria parasitica,dsrna,Alphahypovirus
446,AHJ83120.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6109,144,DNA packaging protein UL32,Other-Functions,Homo sapiens,dsdna,Cytomegalovirus
447,S32991,Herpesviridae,Herpesviridae,Orthoherpesviridae,6361,144,hypothetical protein,Hypothetical ,Undefined host,dsdna,Lymphocryptovirus
448,AEV92974.1,Adenoviridae,Adenoviridae,Adenoviridae,12036,144,CR1 beta protein,Other-Functions,Homo sapiens,dsdna,Mastadenovirus
449,ARB50244.1,Poxviridae,Poxviridae,Poxviridae,2950,143,ankyrin repeat,Other-Functions,Elephas maximus,dsdna,Orthopoxvirus
450,YP_003517878.1,Baculoviridae,Baculoviridae,Baculoviridae,9727,143,PIF-2,Other-Functions,Lymantria xylina,dsdna,Alphabaculovirus
451,QYC92672.1,Baculoviridae,Baculoviridae,Baculoviridae,11176,143,P48/p45,Other-Functions,Trabala vishnou,dsdna,Alphabaculovirus
452,AII79810.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2098,142,tegument,Structural-Envelope,Homo sapiens,dsdna,Cytomegalovirus
453,6XZG_CP1,Orthomyxoviridae,Orthomyxoviridae-Baculoviridae,Orthomyxoviridae,3533,142,polymerase,Replication-Transcription,Undefined host,ssrna-,Gammainfluenzavirus
454,AKI14471.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5056,142,multifunctional expression regulator,Regulation-Control,Homo sapiens,dsdna,Cytomegalovirus
455,ABF22025.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6343,142,envelope glycoprotein,Structural-Envelope,Undefined host,dsdna,Varicellovirus
456,YP_009255322.1,Baculoviridae,Baculoviridae,Baculoviridae,11202,142,vlf-1,Other-Functions,Catopsilia pomona,dsdna,Alphabaculovirus
457,NP_064204.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5221,141,pR104,Other-Functions,Undefined host,dsdna,Muromegalovirus
458,YP_009508762.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,5713,141,E1,Other-Functions,Myotis ricketti,dsdna,Treisiotapapillomavirus
459,QUS52858.1,Sinhaliviridae,Sinhaliviridae-Tombusviridae,Sinhaliviridae,6021,141,RdRp,Replication-Transcription,Hypera postica,ssrna+,Sinaivirus
460,SMZ64733.1,Poxviridae,Poxviridae,Poxviridae,9067,141,Putative DNA-binding protein,DNA-Binding,Undefined host,dsdna,Orthopoxvirus
461,QDJ95070.1,Poxviridae,Poxviridae,Poxviridae,12023,141,FEN1-like nuclease,Other-Functions,Hypsugo savii,dsdna,Undefined genus
462,AXQ65588.1,Anelloviridae,Anelloviridae,Anelloviridae,5728,140,hypothetical protein,Hypothetical ,Undefined host,ssdna,Undefined genus
463,QEV82322.1,Hepeviridae,Hepeviridae,Hepeviridae,1523,139,nonstructural polyprotein,Non-structural,Homo sapiens,ssrna+,Rocahepevirus
464,QHA79250.1,Adenoviridae,Adenoviridae,Adenoviridae,8039,139,fiber,Structural-Envelope,Gallus gallus,dsdna,Aviadenovirus
465,NP_044000.1,Poxviridae,Poxviridae,Poxviridae,9531,139,MC049L,Other-Functions,Undefined host,dsdna,Molluscipoxvirus
466,YP_009227224.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,14249,139,glycoprotein,Glycoprotein,Macropodidae,dsdna,Simplexvirus
467,NP_112022.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,5580,138,P phosphoprotein,Other-Functions,Undefined host,ssrna-,Henipavirus
468,QED42846.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,8831,138,putative inclusion body protein,Other-Functions,Isatis tinctoria,rt,Caulimovirus
469,QIM55854.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,11222,138,putative movement protein,Transport,Prunus persica,ssrna+,Capillovirus
470,BAQ19498.1,Reoviridae,Reoviridae,Spinareoviridae,6622,137,mu NS-ATPase,Other-Functions,Hypsipetes amaurotis,dsrna,Orthoreovirus
471,QPD01922.1,Baculoviridae,Baculoviridae,Baculoviridae,7686,137,EGT,Other-Functions,Lymantria dispar,dsdna,Alphabaculovirus
472,BBJ36015.1,Coronaviridae,Coronaviridae,Coronaviridae,12497,137,nucleocapsid phosphoprotein,Structural-Envelope,Vespertilio sinensis,ssrna+,Undefined genus
473,AMZ00406.1,Arenaviridae,Arenaviridae,Arenaviridae,848,136,RdRp,Replication-Transcription,Homo sapiens,ssrna-,Mammarenavirus
474,AGE61316.1,Baculoviridae,Baculoviridae-Ascoviridae,Baculoviridae,9475,265,BRO-A,Other-Functions,Chrysodeixis chalcites,dsdna,Alphabaculovirus
475,QJI52174.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,1079,135,nonstructural polyprotein,Non-structural,Undefined host,ssrna+,Undefined genus
476,AKH03065.1,Reoviridae,Reoviridae,Spinareoviridae,2116,135,guanylyltransferase,Other-Functions,Gallus gallus,dsrna,Orthoreovirus
477,ADZ55759.1,Secoviridae,Secoviridae,Secoviridae,2688,135,polyprotein,Polyprotein,Raphanus sativus,ssrna+,Comovirus
478,NP_612623.1,Virgaviridae,Virgaviridae,Virgaviridae,3476,135,coat ,Structural-Envelope,Beta vulgaris,ssrna+,Pomovirus
479,YP_004821364.1,Poxviridae,Poxviridae,Poxviridae,9452,135,POZ/BTB kelch domain protein,Other-Functions,Undefined host,dsdna,Centapoxvirus
480,QBJ02267.1,Reoviridae,Reoviridae,Sedoreoviridae,2410,134,VP1,Other-Functions,Sus scrofa,dsrna,Rotavirus
481,CAA35386.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2848,134,HCMVUL70,Other-Functions,Undefined host,dsdna,Cytomegalovirus
482,QGN68033.1,Poxviridae,Poxviridae,Poxviridae,5072,134,IEV morphogenesis protein,Other-Functions,Equus caballus,dsdna,Molluscipoxvirus
483,6BEB_A,Poxviridae,Poxviridae,Poxviridae,7958,134,scaffold ,Structural-Envelope,Undefined host,dsdna,Orthopoxvirus
484,BBG06509.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10256,134,glycoprotein,Glycoprotein,Canis lupus familiaris,dsdna,Varicellovirus
485,QEQ13291.1,Reoviridae,Reoviridae,Spinareoviridae,2066,133,LamadaA,Other-Functions,Anas platyrhynchos,dsrna,Orthoreovirus
486,YP_654692.1,Iridoviridae,Iridoviridae-Ascoviridae,Iridoviridae,2549,133,hypothetical protein,Hypothetical ,Ochlerotatus taeniorhynchus,dsdna,Chloriridovirus
487,YP_002213852.1,Adenoviridae,Adenoviridae,Adenoviridae,9453,133,single-stranded DNA-binding protein,Binding-Protein,Homo sapiens,dsdna,Mastadenovirus
488,YP_009551523.1,Secoviridae,Secoviridae,Secoviridae,1937,132,polyprotein,Polyprotein,Trifolium pratense,ssrna+,Nepovirus
489,ADZ30417.1,Poxviridae,Poxviridae,Poxviridae,3638,132,ankyrin repeat,Other-Functions,Homo sapiens,dsdna,Orthopoxvirus
490,QOE76821.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,7421,132,nucleoprotein,Structural-Envelope,Undefined host,ssrna-,Undefined genus
491,QRE02502.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7458,132,putative portal-capping protein,Structural-Envelope,Callorhinus ursinus,dsdna,Undefined genus
492,QOS02566.1,Caliciviridae,Caliciviridae,Caliciviridae,1444,131,nonstructural polyprotein,Non-structural,Rattus norvegicus,ssrna+,Norovirus
493,QPB10704.1,Astroviridae,Astroviridae,Astroviridae,1502,131,nonstructural polyprotein,Non-structural,Arenaria interpres,ssrna+,Undefined genus
494,WP_016023246.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5601,131,serine protease,Other-Functions,Undefined host,dsdna,Mardivirus
495,YP_009255312.1,Baculoviridae,Baculoviridae,Baculoviridae,8289,131,lef4,Other-Functions,Catopsilia pomona,dsdna,Alphabaculovirus
496,YP_008658501.1,Poxviridae,Poxviridae,Poxviridae,4593,130,NTPase,Other-Functions,Undefined host,dsdna,Sciuripoxvirus
497,AWO71750.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6047,130,UL21,Other-Functions,Homo sapiens,dsdna,Simplexvirus
498,NP_612725.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7300,130,DNA packaging tegument protein UL17,Structural-Envelope,Pan troglodytes,dsdna,Cytomegalovirus
499,YP_249762.1,Reoviridae,Reoviridae,Spinareoviridae,1737,129,RdRp,Replication-Transcription,Undefined host,dsrna,Fijivirus
500,YP_009389359.1,Poxviridae,Poxviridae,Poxviridae,6676,129,transcription termination factor NPH-I-like protein,Replication-Transcription,Undefined host,dsdna,Parapoxvirus
501,QGM48758.1,Poxviridae,Poxviridae,Poxviridae,1155,128,variola B22R-like protein,Other-Functions,Gymnorhina tibicen,dsdna,Avipoxvirus
502,YP_009552473.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2322,128,Viral DNA binding protein,DNA-Binding,Eptesicus fuscus,dsdna,Undefined genus
503,AGV92854.1,Retroviridae,Retroviridae-Poxviridae,Retroviridae,7237,128,envelope glycoprotein,Structural-Envelope,Galidia elegans,rt,Gammaretrovirus
504,ANN83939.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8965,128,tegument host shutoff protein,Structural-Envelope,Undefined host,dsdna,Simplexvirus
505,YP_006666504.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,2987,127,capsid,Structural-Envelope,Macrobrachium rosenbergii,ssrna+,Undefined genus
506,QLC36818.1,Partitiviridae,Partitiviridae,Partitiviridae,4761,127,RdRp,Replication-Transcription,Sarcosphaera coronaria,dsrna,Undefined genus
507,NP_612708.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4855,127,envelope glycoprotein,Structural-Envelope,Pan troglodytes,dsdna,Cytomegalovirus
508,YP_009507388.1,Parvoviridae,Parvoviridae,Parvoviridae,5989,127,nonstructural ,Non-structural,Sus scrofa,ssdna,Tetraparvovirus
509,DAC85375.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8414,127,envelope glycoprotein,Structural-Envelope,Homo sapiens,dsdna,Simplexvirus
510,YP_009325844.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,9236,127,major capsid,Structural-Envelope,Chlorella variabilis,dsdna,Chlorovirus
511,ALN38790.1,Potyviridae,Potyviridae,Potyviridae,327,126,polyprotein,Polyprotein,Citrullus lanatus,ssrna+,Ipomovirus
512,AVP32822.1,Hepeviridae,Hepeviridae,Hepeviridae,6199,126,ORF2,Other-Functions,Eothenomys melanogaster,ssrna+,Rocahepevirus
513,YP_009112869.1,Poxviridae,Poxviridae,Poxviridae,9889,125,putative serine/threonine protein kinase,Other-Functions,Cervus elaphus,dsdna,Parapoxvirus
514,YP_009824971.1,Coronaviridae,Coronaviridae,Coronaviridae,12516,125,N protein,Other-Functions,Triaenops afer,ssrna+,Alphacoronavirus
515,AAF26709.1,Matonaviridae,Matonaviridae,Matonaviridae,951,124,nonstructural capsid ,Non-structural,Undefined host,ssrna+,Rubivirus
516,AKI19639.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3171,124,tegument ,Structural-Envelope,Homo sapiens,dsdna,Cytomegalovirus
517,QBI22252.1,Fimoviridae,Fimoviridae,Fimoviridae,9154,124,hypothetical protein,Hypothetical ,Ficus carica,ssrna-,Emaravirus
518,QBH77804.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,9349,124,UL38,Other-Functions,Homo sapiens,dsdna,Simplexvirus
519,YP_008136231.1,Reoviridae,Reoviridae,Sedoreoviridae,3148,123,VP2,Other-Functions,Gallus gallus,dsrna,Rotavirus
520,AYA49857.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7011,123,hypothetical protein,Hypothetical ,Macaca arctoides,dsdna,Lymphocryptovirus
521,QJQ40211.1,Poxviridae,Poxviridae,Poxviridae,11110,123,hypothetical protein,Hypothetical ,Homo sapiens,dsdna,Orthopoxvirus
522,QBH77810.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,11376,123,UL43,Other-Functions,Homo sapiens,dsdna,Simplexvirus
523,YP_081515.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4040,122,DNA packaging terminase subunit 2,Other-Functions,Homo sapiens,dsdna,Cytomegalovirus
524,AFU08308.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4158,122,ORF43,Other-Functions,Homo sapiens,dsdna,Rhadinovirus
525,AMB65754.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6462,122,envelope glycoprotein,Structural-Envelope,Chlorocebus sabaeus,dsdna,Simplexvirus
