ref,rep,fam_2021,fams_div,fam_2023,clu,sxc,proteina,proteina_class,host,cadena,genero
332,ADR30470.1,Reoviridae,Reoviridae,Spinareoviridae,15744,215,sigma B protein,Other-Functions,Gallus gallus,dsRNA,Orthoreovirus
333,AGZ95200.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5561,213,BGRF1/BDRF1,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
334,NP_258306.1,Baculoviridae,Baculoviridae,Baculoviridae,3551,210,lef-8,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
335,YP_003084389.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6419,210,DNA packaging protein UL32,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
336,AAU06813.1,Retroviridae,Retroviridae,Retroviridae,6876,209,envelope protein,Structural-Envelope,Gallus gallus,ssRNA-RT,Alpharetrovirus
337,SNB54148.1,Poxviridae,Poxviridae,Poxviridae,2097,207,cowpox A-type inclusion protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
338,QCG99665.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3577,207,glycoprotein 350,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
339,NP_041192.1,Bromoviridae,Bromoviridae,Bromoviridae,2598,205,replicase,Replication-Transcription,Malus domestica,ssRNA(+),Ilarvirus
340,AMB66133.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5142,205,UL26,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
341,YP_001468087.1,Potyviridae,Potyviridae,Potyviridae,354,203,polyprotein,Polyprotein,Triticum aestivum,ssRNA(+),Tritimovirus
342,QBL75902.1,Dicistroviridae,Dicistroviridae-Nyamiviridae,Dicistroviridae,3449,203,capsid protein,Structural-Envelope,Apis mellifera,ssRNA(+),Aparavirus
343,AWW09923.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3971,202,capsid portal protein,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
344,QED44889.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,1668,201,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Potexvirus
345,AXS01083.1,Baculoviridae,Baculoviridae,Baculoviridae,5105,201,p74,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
346,QQD79885.1,Hantaviridae,Hantaviridae,Hantaviridae,12708,199,nucleocapsid protein,Structural-Envelope,Apodemus agrarius,ssRNA(-),Orthohantavirus
347,YP_003331568.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7298,198,tegument serine/threonine protein kinase,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
348,YP_009507950.1,Closteroviridae,Closteroviridae,Closteroviridae,598,196,ORF1a,Polyprotein,Rubus,ssRNA(+),Crinivirus
349,QBJ02351.1,Reoviridae,Reoviridae,Sedoreoviridae,12582,195,NSP3,Other-Functions,Sus scrofa,dsRNA,Rotavirus
350,YP_009552520.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3531,194,BSLF1- helicase-primase primase subunit,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus
351,AMB66418.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3784,194,UL22,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
352,AJD79548.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7856,194,glycoprotein E,Other-Functions,Sus scrofa,dsDNA,Varicellovirus
353,QBH77049.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8260,194,envelope glycoprotein C,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
354,SNB57926.1,Poxviridae,Poxviridae,Poxviridae,8636,194,cowpox A-type inclusion protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
355,YP_001129436.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10115,194,LMP-2B-latent membrane protein 2A,Structural-Envelope,Homo sapiens,dsDNA,Lymphocryptovirus
356,AKH03074.1,Reoviridae,Reoviridae,Spinareoviridae,15408,193,nonstructural protein sigma NS,Cellular-Regulation,Gallus gallus,dsRNA,Orthoreovirus
357,AVX53302.1,Picobirnaviridae,Picobirnaviridae,Picobirnaviridae,8510,192,RNA-dependent RNA polymerase,Replication-Transcription,Macaca mulatta,dsRNA,Picobirnavirus
358,QBJ27544.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1084,191,replicase,Replication-Transcription,Solanum tuberosum,ssRNA(+),Carlavirus
359,NP_612729.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4823,191,tegument serine/threonine protein kinase,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
360,QKG86287.1,Tombusviridae,Tombusviridae-Solemoviridae-Luteoviridae,Tombusviridae,5404,191,coat protein,Structural-Envelope,Trifolium repens,ssRNA(+),Luteovirus
361,BCT22704.1,Poxviridae,Poxviridae,Poxviridae,5605,190,RNA-helicase,Replication-Transcription,Homo sapiens,dsDNA,Orthopoxvirus
362,QAG21155.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7795,190,BRRF2,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
363,QIZ12955.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1397,189,replicase,Replication-Transcription,Vitis vinifera,ssRNA(+),Vitivirus
364,QED44253.1,Alphaflexiviridae,Alphaflexiviridae-Betaflexiviridae,Alphaflexiviridae,1528,189,replicase,Replication-Transcription,Allium sativum,ssRNA(+),Allexivirus
365,QWT72249.1,Astroviridae,Astroviridae,Astroviridae,3717,189,capsid,Structural-Envelope,Sus scrofa,ssRNA(+),Mamastrovirus
366,AMB66001.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2169,188,UL37,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
367,QTE03873.1,Parvoviridae,Parvoviridae,Parvoviridae,7439,187,capsid protein,Structural-Envelope,Sus scrofa,ssDNA(+/-),Chaphamaparvovirus
368,ALM00070.1,Reoviridae,Reoviridae,Sedoreoviridae,2853,185,VP2,Structural-Envelope,Equus caballus,dsRNA,Orbivirus
369,YP_008378253.1,Baculoviridae,Baculoviridae,Baculoviridae,3207,185,lef-8,Other-Functions,Bombyx mori,dsDNA,Alphabaculovirus
370,YP_009252248.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,323,184,ORF22,Structural-Envelope,Homo sapiens,dsDNA,Varicellovirus
371,ADZ29764.1,Poxviridae,Poxviridae,Poxviridae,6624,184,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
372,AGE53312.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,11838,184,hypothetical protein,Hypothetical,Chlorella heliozoae,dsDNA,Chlorovirus
373,QTE76099.1,Reoviridae,Reoviridae,Sedoreoviridae,13958,184,inner capsid protein VP6,Structural-Envelope,Sus scrofa,dsRNA,Rotavirus
374,YP_010088065.1,Fimoviridae,Fimoviridae,Fimoviridae,713,181,RNA-dependent RNA polymerase,Replication-Transcription,Rosa sp.,ssRNA(-),Emaravirus
375,YP_008603282.1,Retroviridae,Retroviridae,Retroviridae,5702,181,envelope glycoprotein,Structural-Envelope,Homo sapiens,ssRNA-RT,Betaretrovirus
376,YP_009121900.1,Baculoviridae,Baculoviridae,Baculoviridae,8745,181,lef-9 - late expression factor 9,Regulation-Control,Lymantria dispar,dsDNA,Alphabaculovirus
377,BCT22673.1,Poxviridae,Poxviridae,Poxviridae,2448,180,DNA-dependent RNA polymerase subunit rpo132,Replication-Transcription,Homo sapiens,dsDNA,Orthopoxvirus
378,QHW17751.1,Poxviridae,Poxviridae,Poxviridae,4172,180,DNA helicase,Replication-Transcription,Homo sapiens,dsDNA,Orthopoxvirus
379,YP_249764.1,Reoviridae,Reoviridae,Spinareoviridae,7527,179,P8,Hypothetical,Zea mays,dsRNA,Fijivirus
380,QED21575.1,Asfarviridae,Asfarviridae,Asfarviridae,8633,179,hypothetical protein,Other-Functions,Sus scrofa,dsDNA,Asfivirus
381,2VAK_A,Reoviridae,Reoviridae,Spinareoviridae,12974,179,sigma A protein,Structural-Envelope,Gallus gallus,dsRNA,Orthoreovirus
382,QRE02508.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1834,178,BcLF1,Structural-Envelope,Homo sapiens,dsDNA,Lymphocryptovirus
383,AMB65898.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2363,178,UL8,Replication-Transcription,Homo sapiens,dsDNA,Simplexvirus
384,YP_006589925.2,Solemoviridae,Solemoviridae,Solemoviridae,3105,177,RNA-dependent RNA polymerase,Polyprotein,Carica papaya,ssRNA(+),Sobemovirus
385,QHR82581.1,Poxviridae,Poxviridae,Poxviridae,5743,177,hypothetical protein,Hypothetical,Homo sapiens,dsDNA,Orthopoxvirus
386,YP_009551997.1,Closteroviridae,Closteroviridae,Closteroviridae,8478,177,p61,Stress-Response,Vitis vinifera,ssRNA(+),Closterovirus
387,CAZ67989.1,Adenoviridae,Adenoviridae,Adenoviridae,11290,177,encapsidation protein- 52K,Structural-Envelope,Homo sapiens,dsDNA,Mastadenovirus
388,QBJ02180.1,Reoviridae,Reoviridae,Sedoreoviridae,13816,177,NSP1,Non-structural,Sus scrofa,dsRNA,Rotavirus
389,QBH84453.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5125,176,UL46,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
390,YP_009508520.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,7984,176,fusion protein,Structural-Envelope,Anas platyrhynchos,ssRNA(-),Paraavulavirus
391,YP_009112799.1,Poxviridae,Poxviridae,Poxviridae,4432,175,CPXV113 protein,Replication-Transcription,Homo sapiens,dsDNA,Orthopoxvirus
392,YP_009094442.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,9203,175,nucleoprotein,Structural-Envelope,Homo sapiens,ssRNA(-),Respirovirus
393,AOS89842.1,Closteroviridae,Closteroviridae,Closteroviridae,501,174,RNA-dependent RNA polymerase,Replication-Transcription,Vitis vinifera,ssRNA(+),Ampelovirus
394,AQY17018.1,Poxviridae,Poxviridae,Poxviridae,3340,173,mRNA capping enzyme large subunit,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
395,APQ41671.1,Astroviridae,Astroviridae,Astroviridae,4287,172,capsid protein,Other-Functions,Homo sapiens,ssRNA(+),Mamastrovirus
396,YP_009362118.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,11773,171,nucleoprotein,Structural-Envelope,Bos taurus,ssRNA(-),Vesiculovirus
397,YP_008877635.1,Secoviridae,Secoviridae,Secoviridae,2709,169,polyprotein,Polyprotein,Capsicum annuum,ssRNA(+),Fabavirus
398,QUD39720.1,Anelloviridae,Anelloviridae,Anelloviridae,4801,304,ORF1,Other-Functions,Homo sapiens,ssDNA(-),Alphatorquevirus
399,AWW13559.1,Coronaviridae,Coronaviridae,Coronaviridae,1941,168,spike glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus
400,QOI58523.1,Solemoviridae,Solemoviridae-Luteoviridae,Solemoviridae,6009,168,putative aphid transmission factor,Other-Functions,Saccharum sp.,ssRNA(+),Polerovirus
401,QAU10393.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3956,167,RL2_2,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
402,GBG35356.1,Poxviridae,Poxviridae-Baculoviridae-Nimaviridae-Caulimoviridae,Poxviridae,4448,167,DNA ligase,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
403,QOE76820.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,5516,166,polymerase 3,Replication-Transcription,Bos taurus,ssRNA(-),Gammainfluenzavirus
404,AWW12516.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10326,165,envelope glycoprotein I,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
405,ARQ83868.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,708,164,polyprotein,Polyprotein,Prunus,ssRNA(+),Capillovirus
406,AOW42758.1,Baculoviridae,Baculoviridae,Baculoviridae,7700,164,p47,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
407,QVY47431.1,Solemoviridae,Solemoviridae-Luteoviridae-Geminiviridae,Solemoviridae,2544,163,RNA-dependent RNA polymerase,Structural-Envelope,Capsicum annuum,ssRNA(+),Polerovirus
408,ANW09681.1,Baculoviridae,Baculoviridae-Nudiviridae,Baculoviridae,6708,163,chitinase,Other-Functions,Bombyx mori,dsDNA,Alphabaculovirus
409,AYM45057.1,Togaviridae,Togaviridae,Togaviridae,588,162,nonstructural polyprotein,Non-structural,Cricetulus griseus,ssRNA(+),Alphavirus
410,AMB66229.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3362,162,transactivating tegument protein VP16,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
411,AAR01970.1,Mitoviridae,Mitoviridae,Mitoviridae,5133,162,RNA-dependent RNA polymerase,Replication-Transcription,Hymenoscyphus fraxineus,ssRNA(+),Unuamitovirus
412,YP_009227279.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5563,160,UL47,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
413,YP_009272568.1,Caliciviridae,Caliciviridae,Caliciviridae,827,159,RNA-dependent RNA polymerase,Polyprotein,Bos taurus,ssRNA(+),Nebovirus
414,NP_957860.1,Poxviridae,Poxviridae,Poxviridae,4104,159,CPXV139 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
415,YP_009255267.1,Baculoviridae,Baculoviridae,Baculoviridae,14774,159,ODV-E56,Other-Functions,Bombyx mori,dsDNA,Alphabaculovirus
416,YP_003717771.1,Reoviridae,Reoviridae,Spinareoviridae,2091,156,core shell protein,Structural-Envelope,Salmo salar,dsRNA,Orthoreovirus
417,YP_009054933.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2314,156,DNA polymerase,Replication-Transcription,Equus caballus,dsDNA,Varicellovirus
418,AQR59059.1,Parvoviridae,Parvoviridae,Parvoviridae,5765,156,nonstructural protein,Non-structural,Gallus gallus,ssDNA(+/-),Aveparvovirus
419,QRE02555.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1896,155,ORF75,Structural-Envelope,Homo sapiens,dsDNA,Rhadinovirus
420,CBY88601.1,Retroviridae,Retroviridae,Retroviridae,3486,155,extra-membrane envelope protein,Structural-Envelope,Simiiformes,ssRNA-RT,Lentivirus
421,QHG62585.1,Poxviridae,Poxviridae,Poxviridae,6285,155,EEV maturation protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
422,YP_009666679.1,Baculoviridae,Baculoviridae,Baculoviridae,6526,155,per os infectivity factor 1,Other-Functions,Anticarsia gemmatalis,dsDNA,Alphabaculovirus
423,YP_717920.1,Tospoviridae,Tospoviridae-Peribunyaviridae-Phenuiviridae,Tospoviridae,11056,155,nonstructural protein,Non-structural,Solanum lycopersicum,ssRNA(+/-),Orthotospovirus
424,NP_733922.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2025,154,BNRF1 tegument protein,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
425,YP_009553669.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,950,153,reverse transcriptase,Replication-Transcription,Brassica oleracea var. botrytis,dsDNA-RT,Caulimovirus
426,CAN89114.1,Reoviridae,Reoviridae,Sedoreoviridae,3168,152,VP2 protein,Structural-Envelope,Bos taurus,dsRNA,Orbivirus
427,QDZ38037.1,Astroviridae,Astroviridae,Astroviridae,4152,152,ORF2,Structural-Envelope,Bos taurus,ssRNA(+),Mamastrovirus
428,APG38313.1,Partitiviridae,Partitiviridae,Partitiviridae,11083,152,coat protein,Structural-Envelope,Pseudogymnoascus destructans,dsRNA,Gammapartitivirus
429,YP_009408570.1,Poxviridae,Poxviridae,Poxviridae,4347,151,CPXV011 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
430,AHM96206.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6744,151,deoxyribonuclease,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
431,YP_010085169.1,Poxviridae,Poxviridae,Poxviridae,8057,151,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
432,QGA30603.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,1077,150,RNA-dependent RNA polymerase,Replication-Transcription,Oncorhynchus mykiss,ssRNA(-),Novirhabdovirus
433,YP_249763.1,Reoviridae,Reoviridae,Spinareoviridae,3101,149,P5-1,Other-Functions,Zea mays,dsRNA,Fijivirus
434,YP_908760.1,Virgaviridae,Virgaviridae,Virgaviridae,1483,148,186K protein,Replication-Transcription,Nicotiana benthamiana,ssRNA(+),Tobamovirus
435,YP_009246467.1,Reoviridae,Reoviridae,Spinareoviridae,4928,148,muA,Structural-Envelope,Gallus gallus,dsRNA,Orthoreovirus
436,NP_620651.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,15051,148,TGB3,Hypothetical,Allium sativum,ssRNA(+),Allexivirus
437,BBM13211.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2180,147,ribonucleotide reductase subunit 1,Other-Functions,Sus scrofa,dsDNA,Varicellovirus
438,AFR56081.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8359,147,protein UL95,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
439,QPZ44655.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10314,147,envelope glycoprotein UL37,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
440,QYA72502.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1267,146,viral replicase,Replication-Transcription,Glycine max,ssRNA(+),Carlavirus
441,QBH77738.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1815,146,RS1_2,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
442,SNB53750.1,Poxviridae,Poxviridae,Poxviridae,6077,146,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
443,QJB18543.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,7424,146,phosphoprotein,Other-Functions,Homo sapiens,ssRNA(-),Respirovirus
444,NP_612746.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,9868,146,regulatory protein IE1,Regulation-Control,Homo sapiens,dsDNA,Cytomegalovirus
445,NP_041091.1,Hypoviridae,Hypoviridae,Hypoviridae,331,145,OrfB,Hypothetical,Cryphonectria parasitica,ssRNA(+),Alphahypovirus
446,AHJ83120.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6109,144,DNA packaging protein UL32,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
447,S32991,Herpesviridae,Herpesviridae,Orthoherpesviridae,6361,144,BFRF2,Hypothetical,Homo sapiens,dsDNA,Lymphocryptovirus
448,AEV92974.1,Adenoviridae,Adenoviridae,Adenoviridae,12036,144,CR1-beta,Other-Functions,Homo sapiens,dsDNA,Mastadenovirus
449,ARB50244.1,Poxviridae,Poxviridae,Poxviridae,2950,143,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
450,YP_003517878.1,Baculoviridae,Baculoviridae,Baculoviridae,9727,143,pif-2,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
451,QYC92672.1,Baculoviridae,Baculoviridae,Baculoviridae,11176,143,hypothetical protein,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
452,AII79810.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2098,142,tegument protein pp150,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
453,6XZG_CP1,Orthomyxoviridae,Orthomyxoviridae-Baculoviridae,Orthomyxoviridae,3533,142,polymerase PB2,Replication-Transcription,Homo sapiens,ssRNA(-),Gammainfluenzavirus
454,AKI14471.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5056,142,multifunctional expression regulator,Regulation-Control,Homo sapiens,dsDNA,Cytomegalovirus
455,ABF22025.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6343,142,ORF14,Structural-Envelope,Homo sapiens,dsDNA,Varicellovirus
456,YP_009255322.1,Baculoviridae,Baculoviridae,Baculoviridae,11202,142,VLF-1,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
457,NP_064204.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5221,141,capsid portal protein,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
458,YP_009508762.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,5713,141,E1,Other-Functions,Homo sapiens,dsDNA,Alphapapillomavirus
459,QUS52858.1,Sinhaliviridae,Sinhaliviridae-Tombusviridae,Sinhaliviridae,6021,141,RNA-dependent RNA polymerase,Replication-Transcription,Apis mellifera,ssRNA(+),Sinaivirus
460,SMZ64733.1,Poxviridae,Poxviridae,Poxviridae,9067,141,hypothetical protein,DNA-Binding,Homo sapiens,dsDNA,Orthopoxvirus
461,QDJ95070.1,Poxviridae,Poxviridae,Poxviridae,12023,141,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
462,AXQ65588.1,Anelloviridae,Anelloviridae,Anelloviridae,5728,140,ORF1,Other-Functions,Homo sapiens,ssDNA(-),Betatorquevirus
463,QEV82322.1,Hepeviridae,Hepeviridae,Hepeviridae,1523,139,polyprotein,Non-structural,Rattus norvegicus,ssRNA(+),Paslahepevirus
464,QHA79250.1,Adenoviridae,Adenoviridae,Adenoviridae,8039,139,fiber protein,Structural-Envelope,Gallus gallus,dsDNA,Aviadenovirus
465,NP_044000.1,Poxviridae,Poxviridae,Poxviridae,9531,139,viral core cysteine proteinase,Structural-Envelope,Homo sapiens,dsDNA,Orthopoxvirus
466,YP_009227224.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,14249,139,envelope glycoprotein D,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
467,NP_112022.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,5580,138,phosphoprotein,Other-Functions,Homo sapiens,ssRNA(-),Henipavirus
468,QED42846.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,8831,138,inclusion body protein,Structural-Envelope,Brassica oleracea var. botrytis,dsDNA-RT,Caulimovirus
469,QIM55854.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,11222,138,putative movement protein,Transport,Prunus avium,ssRNA(+),Capillovirus
470,BAQ19498.1,Reoviridae,Reoviridae,Spinareoviridae,6622,137,mu NS,Non-structural,Gallus gallus,dsRNA,Orthoreovirus
471,QPD01922.1,Baculoviridae,Baculoviridae,Baculoviridae,7686,137,ecdysteroid UDP-glucosyltransferase,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
472,BBJ36015.1,Coronaviridae,Coronaviridae,Coronaviridae,12497,137,N protein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus
473,AMZ00406.1,Arenaviridae,Arenaviridae,Arenaviridae,848,136,L protein,Replication-Transcription,Homo sapiens,ssRNA(+/-),Mammarenavirus
474,AGE61316.1,Baculoviridae,Baculoviridae-Ascoviridae,Baculoviridae,9475,265,BRO-B,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
475,QJI52174.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,1079,135,polymerase polyprotein,Non-structural,Apis mellifera,ssRNA(+),Aparavirus
476,AKH03065.1,Reoviridae,Reoviridae,Spinareoviridae,2116,135,lambda C,Other-Functions,Gallus gallus,dsRNA,Orthoreovirus
477,ADZ55759.1,Secoviridae,Secoviridae,Secoviridae,2688,135,polyprotein,Polyprotein,Vigna unguiculata,ssRNA(+),Comovirus
478,NP_612623.1,Virgaviridae,Virgaviridae,Virgaviridae,3476,135,coat protein,Structural-Envelope,Solanum tuberosum,ssRNA(+),Pomovirus
479,YP_004821364.1,Poxviridae,Poxviridae,Poxviridae,9452,135,kelch-like protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
480,QBJ02267.1,Reoviridae,Reoviridae,Sedoreoviridae,2410,134,VP1,Other-Functions,Sus scrofa,dsRNA,Rotavirus
481,CAA35386.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2848,134,helicase-primase primase subunit,Replication-Transcription,Homo sapiens,dsDNA,Cytomegalovirus
482,QGN68033.1,Poxviridae,Poxviridae,Poxviridae,5072,134,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
483,6BEB_A,Poxviridae,Poxviridae,Poxviridae,7958,134,CPXV131 protein,Structural-Envelope,Homo sapiens,dsDNA,Orthopoxvirus
484,BBG06509.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10256,134,glycoprotein C,Glycoprotein,Sus scrofa,dsDNA,Varicellovirus
485,QEQ13291.1,Reoviridae,Reoviridae,Spinareoviridae,2066,133,lambda A-core shell,Structural-Envelope,Gallus gallus,dsRNA,Orthoreovirus
486,YP_654692.1,Iridoviridae,Iridoviridae-Ascoviridae,Iridoviridae,2549,133,DNA polymerase,Replication-Transcription,Ambystoma tigrinum,dsDNA,Ranavirus
487,YP_002213852.1,Adenoviridae,Adenoviridae,Adenoviridae,9453,133,DBP,Binding-Protein,Homo sapiens,dsDNA,Mastadenovirus
488,YP_009551523.1,Secoviridae,Secoviridae,Secoviridae,1937,132,coat protein,Structural-Envelope,Robinia pseudoacacia,ssRNA(+),Nepovirus
489,ADZ30417.1,Poxviridae,Poxviridae,Poxviridae,3638,132,CPXV019 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
490,QOE76821.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,7421,132,nucleoprotein,Structural-Envelope,Bos taurus,ssRNA(-),Gammainfluenzavirus
491,QRE02502.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7458,132,BVRF1,Structural-Envelope,Homo sapiens,dsDNA,Lymphocryptovirus
492,QOS02566.1,Caliciviridae,Caliciviridae,Caliciviridae,1444,131,polyprotein,Non-structural,Mus musculus,ssRNA(+),Norovirus
493,QPB10704.1,Astroviridae,Astroviridae,Astroviridae,1502,131,RNA-dependent RNA polymerase,Replication-Transcription,Meleagris gallopavo,ssRNA(+),Avastrovirus
494,WP_016023246.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5601,131,capsid scaffold protein,Structural-Envelope,Homo sapiens,dsDNA,Varicellovirus
495,YP_009255312.1,Baculoviridae,Baculoviridae,Baculoviridae,8289,131,LEF-4,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
496,YP_008658501.1,Poxviridae,Poxviridae,Poxviridae,4593,130,NTPase,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
497,AWO71750.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6047,130,tegument protein UL21,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
498,NP_612725.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7300,130,DNA packaging tegument protein UL17,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
499,YP_249762.1,Reoviridae,Reoviridae,Spinareoviridae,1737,129,P1,Replication-Transcription,Zea mays,dsRNA,Fijivirus
500,YP_009389359.1,Poxviridae,Poxviridae,Poxviridae,6676,129,CPXV128 protein,Replication-Transcription,Homo sapiens,dsDNA,Orthopoxvirus
501,QGM48758.1,Poxviridae,Poxviridae,Poxviridae,1155,128,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
502,YP_009552473.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2322,128,BALF2,DNA-Binding,Homo sapiens,dsDNA,Lymphocryptovirus
